	index_x	Protein1	Protein2	Score_x	Description1_x	Description2_x	Protein_1_clusters_x	Protein_2_clusters_x	Any Matching Go-Terms?_x	Train/Val/Test_x	Experimental P. Falciparum_x	P. Falciparum_x	P. Knowlesi_x	P. Berghei_x	P. Vivax_x	P. Yoelii_x	C. parvum_x	B. bovis_x	index_y	Score_y	Description1_y	Description2_y	Protein_1_clusters_y	Protein_2_clusters_y	Any Matching Go-Terms?_y	Train/Val/Test_y	Experimental P. Falciparum_y	P. Falciparum_y	P. Knowlesi_y	P. Berghei_y	P. Vivax_y	P. Yoelii_y	C. parvum_y	B. bovis_y	spearman_erythrocyte	7_stages	intraerythrocyte_cycle	blood_stages	Spearman_all	Pearson_all
187	365	O96153	O97247	0.8849692463874816	26S proteasome regulatory subunit RPN1, putative	CCT-beta	[2, 18]	[2, 18]	0	0	0	1	1	1	1	1	1	1	365	0.8849692463874816	26S proteasome regulatory subunit RPN1, putative	CCT-beta	[2, 18]	[2, 18]	0	0	0	1	1	1	1	1	1	1	0.30952380952380953	0.1785714285714286	0.28571428571428575	-0.4642857142857144	0.5763546798029556	0.5222061224971744
188	465	O96153	Q8I0P6	0.9999085307121276	26S proteasome regulatory subunit RPN1, putative	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	465	0.9999085307121276	26S proteasome regulatory subunit RPN1, putative	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.1666666666666667	-0.03571428571428572	-0.09523809523809526	-0.07142857142857144	0.48325123152709354	0.17563522542283694
189	290	O96153	Q8I0V2	0.6639643698930741	26S proteasome regulatory subunit RPN1, putative	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	290	0.6639643698930741	26S proteasome regulatory subunit RPN1, putative	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.6785714285714287	0.6904761904761906	0.8214285714285715	0.5940886699507388	0.7845254614922059
190	371	O96153	Q8I1V1	0.5639472514390945	26S proteasome regulatory subunit RPN1, putative	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	371	0.5639472514390945	26S proteasome regulatory subunit RPN1, putative	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	1.0	0.9642857142857145	0.9761904761904763	0.9285714285714288	0.9177339901477829	0.9144365057830759
191	409	O96153	Q8I289	0.6306662704795599	26S proteasome regulatory subunit RPN1, putative	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	409	0.6306662704795599	26S proteasome regulatory subunit RPN1, putative	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0.3571428571428572	0.7142857142857144	0.7500000000000002	0.7837438423645319	0.758120787387398
192	364	O96153	Q8I5L6	0.7259729340672493	26S proteasome regulatory subunit RPN1, putative	Clathrin heavy chain	[2, 18]	[0, 24]	0	0	0	0	0	0	0	0	0	0	364	0.7259729340672493	26S proteasome regulatory subunit RPN1, putative	Clathrin heavy chain	[2, 18]	[0, 24]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.5357142857142858	0.5476190476190477	0.42857142857142866	0.8783251231527092	0.8401825926489646
193	27	O96153	Q8IET7	0.8563888192176818	26S proteasome regulatory subunit RPN1, putative	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	27	0.8563888192176818	26S proteasome regulatory subunit RPN1, putative	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.09523809523809526	0.1785714285714286	-0.07142857142857144	-0.10714285714285716	0.6113300492610836	0.34280224553255445
194	499	O96153	Q8IJW0	0.9407370686531068	26S proteasome regulatory subunit RPN1, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	499	0.9407370686531068	26S proteasome regulatory subunit RPN1, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	1.0	0.642857142857143	0.9523809523809524	0.9285714285714288	0.9517241379310344	0.9138203124175661
195	77	O96252	O97247	0.8489569187164306	ATP synthase subunit alpha	CCT-beta	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	77	0.8489569187164306	ATP synthase subunit alpha	CCT-beta	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.07142857142857144	-0.3214285714285715	0.023809523809523815	-0.642857142857143	0.15024630541871917	0.3330030482075105
196	142	O96252	Q7KQL5	0.5128146418370306	ATP synthase subunit alpha	Tubulin beta chain	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	142	0.5128146418370306	ATP synthase subunit alpha	Tubulin beta chain	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.8214285714285715	0.9523809523809524	0.9285714285714288	0.8950738916256156	0.7385756832653037
197	137	O96252	Q8I0P6	0.8849881768226624	ATP synthase subunit alpha	Elongation factor 1-alpha	[2, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	137	0.8849881768226624	ATP synthase subunit alpha	Elongation factor 1-alpha	[2, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.28571428571428575	-0.6071428571428572	-0.5476190476190477	-0.28571428571428575	-0.07980295566502461	-0.02930664524114244
198	532	O96252	Q8I0V2	0.9160072684288024	ATP synthase subunit alpha	ATP synthase subunit beta	[2, 18, 24]	[0, 2, 14, 18, 24]	1	1	1	1	1	1	1	1	1	1	532	0.9160072684288024	ATP synthase subunit alpha	ATP synthase subunit beta	[2, 18, 24]	[0, 2, 14, 18, 24]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.9285714285714288	0.9285714285714287	0.7857142857142859	0.9536945812807879	0.8899960866236514
199	52	O96252	Q8I1V1	0.5627483159303666	ATP synthase subunit alpha	26S protease regulatory subunit 6B, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	52	0.5627483159303666	ATP synthase subunit alpha	26S protease regulatory subunit 6B, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.5357142857142858	0.7380952380952381	0.9642857142857145	0.6024630541871919	0.6785899887774535
200	84	O96252	Q8I289	0.5229321509599686	ATP synthase subunit alpha	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	84	0.5229321509599686	ATP synthase subunit alpha	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.6071428571428572	0.6666666666666669	0.6071428571428572	0.7093596059113298	0.6583032949947323
201	219	O96252	Q8I2N1	0.6245315879583359	ATP synthase subunit alpha	Cytochrome c oxidase subunit 5B, putative	[2, 18, 24]	[11]	0	0	0	1	1	1	1	0	0	1	219	0.6245315879583359	ATP synthase subunit alpha	Cytochrome c oxidase subunit 5B, putative	[2, 18, 24]	[11]	0	0	0	1	1	1	1	0	0	1	0.9761904761904763	0.8571428571428573	0.9523809523809524	0.9642857142857145	0.8985221674876845	0.788373599893766
202	107	O96252	Q8I3N3	0.6461516737937927	ATP synthase subunit alpha	Alpha-MPP	[2, 18, 24]	[11]	0	0	0	1	1	1	1	1	1	1	107	0.6461516737937927	ATP synthase subunit alpha	Alpha-MPP	[2, 18, 24]	[11]	0	0	0	1	1	1	1	1	1	1	0.523809523809524	-0.10714285714285716	0.5476190476190477	0.5714285714285715	0.5453201970443349	0.6914182151364427
203	155	O96252	Q8IB03	0.9657986164093018	ATP synthase subunit alpha	Chaperone protein ClpB1	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	1	0	155	0.9657986164093018	ATP synthase subunit alpha	Chaperone protein ClpB1	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	1	0	0.6666666666666669	0.42857142857142866	0.5952380952380953	0.7500000000000002	0.662396851926716	0.6237661988504634
204	382	O96252	Q8IB24	0.9983623027801514	ATP synthase subunit alpha	Heat shock 70 kDa protein	[2, 18, 24]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	382	0.9983623027801514	ATP synthase subunit alpha	Heat shock 70 kDa protein	[2, 18, 24]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	0.07142857142857144	-0.39285714285714296	-0.11904761904761905	-0.39285714285714296	0.14827586206896548	0.2619537414589348
205	482	O96252	Q8IC05	0.9994425415992736	ATP synthase subunit alpha	Heat shock protein 90	[2, 18, 24]	[10]	0	0	0	1	0	1	1	1	1	1	482	0.9994425415992736	ATP synthase subunit alpha	Heat shock protein 90	[2, 18, 24]	[10]	0	0	0	1	0	1	1	1	1	1	0.14285714285714288	-0.10714285714285716	0.023809523809523815	-0.03571428571428572	0.10246305418719209	0.20879455282562598
206	81	O96252	Q8IDN6	0.7083565047010779	ATP synthase subunit alpha	Protein transport protein SEC61 subunit alpha	[2, 18, 24]	[5]	0	0	0	1	0	1	1	1	1	1	81	0.7083565047010779	ATP synthase subunit alpha	Protein transport protein SEC61 subunit alpha	[2, 18, 24]	[5]	0	0	0	1	0	1	1	1	1	1	0.4047619047619048	-0.10714285714285716	0.4047619047619048	0.0	0.3630541871921181	0.6278135646036639
207	274	O96252	Q8IET7	0.5423214294016361	ATP synthase subunit alpha	40S ribosomal protein S7	[2, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	274	0.5423214294016361	ATP synthase subunit alpha	40S ribosomal protein S7	[2, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.28571428571428575	0.28571428571428575	-0.4523809523809524	-0.3214285714285715	0.06009852216748767	0.14505702573179363
208	123	O96252	Q8IIJ8	0.6157945674378424	ATP synthase subunit alpha	Heat shock protein 101	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	123	0.6157945674378424	ATP synthase subunit alpha	Heat shock protein 101	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.6428571428571429	0.10714285714285716	-0.7380952380952381	-0.8214285714285715	-0.4999999999999999	-0.3639105865521759
209	169	O96252	Q8IJW0	0.9613568902015686	ATP synthase subunit alpha	26S protease regulatory subunit 4, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	169	0.9613568902015686	ATP synthase subunit alpha	26S protease regulatory subunit 4, putative	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7619047619047621	0.42857142857142866	0.7142857142857144	0.9642857142857145	0.5729064039408865	0.7122671884300946
210	521	O96252	Q8IKF0	0.7778268976137042	ATP synthase subunit alpha	RNA helicase	[2, 18, 24]	[0, 2, 10, 18, 24]	1	0	0	1	1	0	0	1	1	0	521	0.7778268976137042	ATP synthase subunit alpha	RNA helicase	[2, 18, 24]	[0, 2, 10, 18, 24]	1	0	0	1	1	0	0	1	1	0	-0.38095238095238104	-0.3214285714285715	-0.6904761904761906	-0.39285714285714296	-0.10492610837438422	0.05252417734822702
211	179	O96252	Q8IKJ0	0.999782395362854	ATP synthase subunit alpha	V-type proton ATPase subunit	[2, 18, 24]	[1, 6]	1	0	0	0	0	0	0	0	0	0	179	0.999782395362854	ATP synthase subunit alpha	V-type proton ATPase subunit	[2, 18, 24]	[1, 6]	1	0	0	0	0	0	0	0	0	0	0.4047619047619048	0.42857142857142866	-0.4761904761904762	-0.3214285714285715	0.1133004926108374	0.19989066615809017
212	492	O96252	Q8IKR1	0.8460212588310242	ATP synthase subunit alpha	H(+)-exporting diphosphatase	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	492	0.8460212588310242	ATP synthase subunit alpha	H(+)-exporting diphosphatase	[2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.8571428571428572	-0.3214285714285715	-0.880952380952381	-0.8214285714285715	-0.40985221674876837	-0.3151822985226187
213	201	O96252	Q8ILJ9	0.5855523526668549	ATP synthase subunit alpha	ABC transporter G family member 2	[2, 18, 24]	[]	0	1	1	1	1	1	1	0	1	0	201	0.5855523526668549	ATP synthase subunit alpha	ABC transporter G family member 2	[2, 18, 24]	[]	0	1	1	1	1	1	1	0	1	0	0.4047619047619048	0.5	-0.07142857142857144	0.07142857142857144	0.11576354679802954	-0.038376300699577065
214	9	O97227	Q8I0X1	0.7989922255277634	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	[6, 9, 16, 28]	[9, 21]	0	1	1	1	1	1	1	1	0	1	9	0.7989922255277634	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	[6, 9, 16, 28]	[9, 21]	0	1	1	1	1	1	1	1	0	1	0.5000000000000001	0.5	0.3333333333333334	0.28571428571428575	0.5019704433497535	0.3795448495426897
215	26	O97227	Q8I2X4	0.976285171508789	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 70	[6, 9, 16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	26	0.976285171508789	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 70	[6, 9, 16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.4761904761904762	0.10714285714285716	0.14285714285714288	0.42857142857142866	0.5251231527093595	0.648475144380738
216	309	O97227	Q8IC01	0.6814394772052765	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 110	[6, 9, 16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	309	0.6814394772052765	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 110	[6, 9, 16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.07142857142857144	0.28571428571428575	0.10714285714285716	0.36798029556650236	0.492782929960236
217	519	O97227	Q8IEJ6	0.7281350582838059	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	2-oxoisovalerate dehydrogenase subunit alpha	[6, 9, 16, 28]	[9]	0	1	1	1	1	1	1	1	0	1	519	0.7281350582838059	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	2-oxoisovalerate dehydrogenase subunit alpha	[6, 9, 16, 28]	[9]	0	1	1	1	1	1	1	1	0	1	0.6666666666666669	0.7857142857142859	0.6190476190476191	0.28571428571428575	0.6285714285714284	0.587990273091701
218	245	O97227	Q8II24	0.6081095725297928	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 70	[6, 9, 16, 28]	[4, 10, 16]	0	0	0	0	0	0	0	0	0	0	245	0.6081095725297928	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 70	[6, 9, 16, 28]	[4, 10, 16]	0	0	0	0	0	0	0	0	0	0	0.4523809523809524	0.42857142857142866	0.523809523809524	-0.10714285714285716	0.4241379310344827	0.7393968071195406
219	296	O97227	Q8II36	0.790908545255661	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Aquaglyceroporin	[6, 9, 16, 28]	[6, 16, 28]	0	0	0	0	0	0	0	0	0	0	296	0.790908545255661	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Aquaglyceroporin	[6, 9, 16, 28]	[6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.7380952380952381	0.21428571428571433	0.6190476190476191	0.5357142857142858	0.730541871921182	0.5001234598532576
220	150	O97227	Q8IJN9	0.7335072442889213	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 60	[6, 9, 16, 28]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	150	0.7335072442889213	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Heat shock protein 60	[6, 9, 16, 28]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.07142857142857144	0.8333333333333335	0.5714285714285715	0.7807881773399012	0.7468245203862036
221	164	O97227	Q8ILB6	0.94878591299057	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Mitochondrial acidic protein MAM33, putative	[6, 9, 16, 28]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	164	0.94878591299057	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	Mitochondrial acidic protein MAM33, putative	[6, 9, 16, 28]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0.642857142857143	0.8095238095238096	0.42857142857142866	0.8645320197044333	0.8209611654152646
222	210	O97247	Q7KQL5	0.7664513301104308	CCT-beta	Tubulin beta chain	[2, 18]	[2, 18]	0	0	0	1	0	1	1	1	1	1	210	0.7664513301104308	CCT-beta	Tubulin beta chain	[2, 18]	[2, 18]	0	0	0	1	0	1	1	1	1	1	-0.023809523809523815	-0.42857142857142866	0.0	-0.5714285714285715	-0.0167487684729064	0.10186234125863727
223	240	O97247	Q8I0P6	0.8111000806093216	CCT-beta	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	240	0.8111000806093216	CCT-beta	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.8571428571428572	0.5357142857142858	0.7857142857142858	0.8571428571428573	0.666502463054187	0.3189219994444978
224	72	O97247	Q8I0V2	0.8597426474094391	CCT-beta	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	1	0	0	0	0	1	0	0	1	0	72	0.8597426474094391	CCT-beta	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	1	0	0	0	0	1	0	0	1	0	0.2142857142857143	-0.3571428571428572	0.19047619047619052	-0.10714285714285716	0.264039408866995	0.5078258828702396
225	152	O97247	Q8I1V1	0.999692726135254	CCT-beta	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	152	0.999692726135254	CCT-beta	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	0.30952380952380953	0.39285714285714296	0.3333333333333334	-0.5	0.5226600985221673	0.3894044185038482
226	175	O97247	Q8I289	0.9414589047431946	CCT-beta	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	175	0.9414589047431946	CCT-beta	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.5952380952380953	0.3214285714285715	0.6428571428571429	-0.03571428571428572	0.558128078817734	0.7580714016213803
227	218	O97247	Q8IB03	0.6890150398015976	CCT-beta	Chaperone protein ClpB1	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	218	0.6890150398015976	CCT-beta	Chaperone protein ClpB1	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	0.6904761904761906	0.6071428571428572	0.7380952380952381	-0.14285714285714288	0.5379972943874852	0.6720189021090592
228	373	O97247	Q8IET7	0.52668796479702	CCT-beta	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	373	0.52668796479702	CCT-beta	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.42857142857142866	0.8333333333333335	0.7500000000000002	0.8605911330049258	0.8262128633607797
229	265	O97247	Q8IFP3	0.9945586919784546	CCT-beta	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	0	0	1	0	0	0	1	0	265	0.9945586919784546	CCT-beta	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	0	0	1	0	0	0	1	0	-0.4761904761904762	-0.25	0.6428571428571429	0.42857142857142866	-0.14285714285714282	-0.3088121987438087
230	429	O97247	Q8III6	0.8592911005020142	CCT-beta	Heat shock protein 90, putative	[2, 18]	[]	1	0	0	1	1	1	1	1	0	1	429	0.8592911005020142	CCT-beta	Heat shock protein 90, putative	[2, 18]	[]	1	0	0	1	1	1	1	1	0	1	0.9285714285714287	0.7500000000000002	0.9285714285714287	0.8928571428571429	0.7748768472906402	0.8381489868203867
231	270	O97247	Q8IJW0	0.621888792514801	CCT-beta	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	270	0.621888792514801	CCT-beta	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	0.30952380952380953	0.6785714285714287	0.3571428571428572	-0.5	0.4857142857142856	0.33096521473161594
232	51	O97247	Q8IKF0	0.5769700676202774	CCT-beta	RNA helicase	[2, 18]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	1	0	51	0.5769700676202774	CCT-beta	RNA helicase	[2, 18]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	1	0	0.8095238095238096	0.8928571428571429	0.6666666666666669	0.7500000000000002	0.8315270935960589	0.7998022484999335
233	530	O97247	Q8IKK7	0.5011678069829941	CCT-beta	Glyceraldehyde-3-phosphate dehydrogenase	[2, 18]	[2]	0	0	0	0	0	0	0	0	1	1	530	0.5011678069829941	CCT-beta	Glyceraldehyde-3-phosphate dehydrogenase	[2, 18]	[2]	0	0	0	0	0	0	0	0	1	1	0.8571428571428572	0.642857142857143	0.9285714285714287	0.642857142857143	0.673399014778325	0.4968968771115121
234	542	O97247	Q8IKR1	0.5428372003138066	CCT-beta	H(+)-exporting diphosphatase	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	542	0.5428372003138066	CCT-beta	H(+)-exporting diphosphatase	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.09523809523809526	0.8928571428571429	0.09523809523809526	0.7142857142857144	0.5975369458128077	0.46734672673952316
235	75	O97285	Q8I1V1	0.6550163216888905	ATP-dependent RNA helicase DDX6	26S protease regulatory subunit 6B, putative	[0, 2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	75	0.6550163216888905	ATP-dependent RNA helicase DDX6	26S protease regulatory subunit 6B, putative	[0, 2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.8571428571428572	0.1785714285714286	0.7619047619047621	0.8571428571428573	0.5704433497536944	0.5984627986965274
236	506	O97285	Q8I5H4	0.9465721607208252	ATP-dependent RNA helicase DDX6	Polyadenylate-binding protein	[0, 2, 18, 24]	[0, 14, 18, 24, 27, 30]	1	1	0	1	1	1	1	1	1	1	506	0.9465721607208252	ATP-dependent RNA helicase DDX6	Polyadenylate-binding protein	[0, 2, 18, 24]	[0, 14, 18, 24, 27, 30]	1	1	0	1	1	1	1	1	1	1	-0.880952380952381	-0.42857142857142866	-0.9047619047619048	-0.5714285714285715	-0.3379310344827586	-0.2575797343594365
237	406	O97285	Q8IB24	0.5140750199556351	ATP-dependent RNA helicase DDX6	Heat shock 70 kDa protein	[0, 2, 18, 24]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	406	0.5140750199556351	ATP-dependent RNA helicase DDX6	Heat shock 70 kDa protein	[0, 2, 18, 24]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	0.2380952380952381	-0.5	0.09523809523809526	0.07142857142857144	0.2985221674876847	0.40767182455484097
238	222	O97285	Q8IJW0	0.973400616645813	ATP-dependent RNA helicase DDX6	26S protease regulatory subunit 4, putative	[0, 2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	222	0.973400616645813	ATP-dependent RNA helicase DDX6	26S protease regulatory subunit 4, putative	[0, 2, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.8571428571428572	0.42857142857142866	0.7142857142857144	0.8571428571428573	0.5640394088669949	0.6291976376299493
239	534	O97285	Q8IK89	0.9430780172348022	ATP-dependent RNA helicase DDX6	Trailer hitch homolog, putative	[0, 2, 18, 24]	[0, 10, 14, 18, 24]	1	1	1	1	1	1	1	1	1	1	534	0.9430780172348022	ATP-dependent RNA helicase DDX6	Trailer hitch homolog, putative	[0, 2, 18, 24]	[0, 10, 14, 18, 24]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.8571428571428573	0.8571428571428572	0.7857142857142859	0.9221674876847287	0.8950498067859739
240	4	O97285	Q8IKF0	0.5848075211048126	ATP-dependent RNA helicase DDX6	RNA helicase	[0, 2, 18, 24]	[0, 2, 10, 18, 24]	1	0	0	0	0	0	0	0	0	0	4	0.5848075211048126	ATP-dependent RNA helicase DDX6	RNA helicase	[0, 2, 18, 24]	[0, 2, 10, 18, 24]	1	0	0	0	0	0	0	0	0	0	-0.1666666666666667	-0.42857142857142866	-0.5000000000000001	0.03571428571428572	0.013300492610837433	0.1174230200195093
241	204	O97320	Q76NN6	0.5153305441141128	Histone H2A	Ran-specific GTPase-activating protein 1, putative	[20]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	204	0.5153305441141128	Histone H2A	Ran-specific GTPase-activating protein 1, putative	[20]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.14285714285714288	-0.3571428571428572	-0.023809523809523815	0.3214285714285715	0.14679802955665022	0.00805646111305227
242	112	O97320	Q8IBV7	0.965097403526306	Histone H2A	Histone H2B	[20]	[0, 14, 27, 30]	1	1	1	1	1	1	1	1	1	1	112	0.965097403526306	Histone H2A	Histone H2B	[20]	[0, 14, 27, 30]	1	1	1	1	1	1	1	1	1	1	0.9285714285714287	0.5714285714285715	0.9761904761904763	0.8571428571428573	0.8458128078817733	0.851777281073008
243	393	O97320	Q8ILI6	0.90115385055542	Histone H2A	Acidic leucine-rich nuclear phosphoprotein 32-related protein	[20]	[3, 20, 21]	0	1	1	1	1	1	1	1	1	1	393	0.90115385055542	Histone H2A	Acidic leucine-rich nuclear phosphoprotein 32-related protein	[20]	[3, 20, 21]	0	1	1	1	1	1	1	1	1	1	-0.09523809523809526	-0.28571428571428575	-0.14285714285714288	0.6071428571428572	0.3576354679802955	0.2053227229067075
244	266	P61074	Q76NN6	0.7879633270204067	Proliferating cell nuclear antigen 1	Ran-specific GTPase-activating protein 1, putative	[9, 20, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	266	0.7879633270204067	Proliferating cell nuclear antigen 1	Ran-specific GTPase-activating protein 1, putative	[9, 20, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.4761904761904762	0.25	0.04761904761904763	0.14285714285714288	0.17931034482758618	0.35250559520779895
